record_key,doi,openalex_id,title,authors,year,type,source,cited_by_count,query_ids,title_screen_candidate
10.1007/s11431-023-2557-x,10.1007/s11431-023-2557-x,https://openalex.org/W4390367233,Process in laser drilling of deep microholes without taper on metal materials,RunZe Fan; Xuesong Mei; Jianlei Cui,2023,article,Science China Technological Sciences,17,Q02;Q09,no
10.1007/s11666-020-01132-4,10.1007/s11666-020-01132-4,https://openalex.org/W3120263809,Development of Highly Durable Superhydrophobic Coatings by One-Step Plasma Spray Methodology,Biswajit Swain; A.R. Pati; Priyabrata Mallick; Soumya Sanjeeb Mohapatra; Ajit Behera,2021,article,Journal of Thermal Spray Technology,33,Q12,no
10.1007/s11740-015-0647-2,10.1007/s11740-015-0647-2,https://openalex.org/W2195265479,Metrological solutions for an adapted inspection of parts and tools of a sheet-bulk metal forming process,Steffen Matthias; Andreas Loderer; Sergej Koch; Michael Gröne; Markus Kästner; Sven Hübner; Richard Krimm; Eduard Reithmeier; Tino Hausotte; Bernd‐Arno Behrens,2015,article,Production Engineering,22,Q07,no
10.1007/s11740-024-01265-3,10.1007/s11740-024-01265-3,https://openalex.org/W4391925973,In-process approach for editing the subsurface properties during single-lip deep hole drilling using a sensor-integrated tool,Robert Wegert; Vinzenz Guski; Siegfried Schmauder; Hans‐Christian Möhring,2024,article,Production Engineering,6,Q02,yes
10.1007/s11740-024-01268-0,10.1007/s11740-024-01268-0,https://openalex.org/W4392380748,Surface conditioning in machining: optimizing component performance through advanced process modeling and control,Germán González; Volker Schulze,2024,article,Production Engineering,1,Q09,no
10.1007/s11837-021-05028-8,10.1007/s11837-021-05028-8,https://openalex.org/W3217746790,Friction and Wear Behavior of Deep Drawing Tools Using Volatile Lubricants Injected Through Laser-Drilled Micro-Holes,G. Reichardt; Manuel Henn; Paul Reichle; Georg Umlauf; Kim Rouven Riedmüller; Rudolf Weber; Jakob Barz; Mathias Liewald; Thomas Graf; Günter E. M. Tovar,2021,article,JOM,8,Q09,no
10.1007/s12008-022-00865-6,10.1007/s12008-022-00865-6,https://openalex.org/W4225986624,Assessment of close-range photogrammetry for the low cost development of 3D models of car bodywork components,Andrea Petruccioli; Francesco Gherardini; Francesco Leali,2022,article,International Journal on Interactive Design and Manufacturing (IJIDeM),10,Q05,no
10.1007/s12289-023-01743-6,10.1007/s12289-023-01743-6,https://openalex.org/W4321611200,Hydraulic bulge testing to compare formability of continuous and stretch broken carbon fiber reinforced polymer composites,Yoni Shchemelinin; Jared Nelson; Cecily Ryan; Dilpreet S. Bajwa; Doug S. Cairns; Roberta Amendola,2023,article,International Journal of Material Forming,4,Q05,no
10.1007/s13272-024-00717-x,10.1007/s13272-024-00717-x,https://openalex.org/W4392807511,"Experimental investigation on a lightweight, efficient, counter-rotating fan with and without boundary layer ingestion",Timea Lengyel-Kampmann; Jirair Karboujian; Küçük Hüseyin Koç; Rainer Schnell; Peter Winkelmann,2024,article,CEAS Aeronautical Journal,3,Q12,no
10.1007/s13320-017-0451-z,10.1007/s13320-017-0451-z,https://openalex.org/W2771930271,Study on influence of crack on the blade status using FBGs,Gang Xu; Lei Liang; Jianzhi Li; Huaping Mei; Hongli Li; Yijun Liu,2017,article,Photonic Sensors,1,Q12,no
10.1007/s13320-021-0625-6,10.1007/s13320-021-0625-6,https://openalex.org/W3197239569,A Miniature Fiber Tip Polystyrene Microsphere Temperature Sensor With High Sensitivity,Haibin Chen; Tianchong Xie; Jiashuang Feng; Xiongxing Zhang; Wei Wang; Yanping Li; Zilong Guo,2021,article,Photonic Sensors,11,Q04,no
10.1007/s13320-024-0709-1,10.1007/s13320-024-0709-1,https://openalex.org/W4392818423,"Review of Fiber-Optic Localized Surface Plasmon Resonance Sensors: Geometries, Fabrication Technologies, and Bio-Applications",Mengdi Lu; Chen Wang; Ruizhi Fan; Ming Lin; Jianye Guang; Wei Peng,2024,article,Photonic Sensors,32,Q04,no
10.1007/s40123-025-01120-3,10.1007/s40123-025-01120-3,https://openalex.org/W4409054285,"Evaluation of a New Fully Automatic OLCR Biometer: Repeatability, Reproducibility, and Agreement with an SS-OCT Biometer",Chak Seng Lei; Xinning Yang; Rui Ning; Jinxuan Xiahou; Xinyu Jiang; Giacomo Savini; Domenico Schiano‐Lomoriello; Xingtao Zhou; Kexin Li; Jinhai Huang,2025,article,Ophthalmology and Therapy,0,Q10,no
10.1007/s40436-021-00383-w,10.1007/s40436-021-00383-w,https://openalex.org/W4213283393,Experimental and computational analysis of the coolant distribution considering the viscosity of the cutting fluid during machining with helical deep hole drills,Ekrem Oezkaya; Sebastian Michel; Dirk Biermann,2022,article,Advances in Manufacturing,18,Q02,no
10.1007/s40684-014-0012-5,10.1007/s40684-014-0012-5,https://openalex.org/W2052013114,Hybrid manufacturing in micro/nano scale: A Review,Won‐Shik Chu; Chung-Soo Kim; Hyun‐Taek Lee; Jung-Oh Choi; Jae‐Il Park; Ji‐Hyeon Song; Ki-Hwan Jang; Sung‐Hoon Ahn,2014,article,International Journal of Precision Engineering and Manufacturing-Green Technology,178,Q02,no
10.1007/s40684-021-00343-6,10.1007/s40684-021-00343-6,https://openalex.org/W3164104137,State of the Art in Defect Detection Based on Machine Vision,Zhonghe Ren; Fengzhou Fang; Ning Yan; You Wu,2021,article,International Journal of Precision Engineering and Manufacturing-Green Technology,761,Q02;Q09,no
10.1007/s40735-022-00648-2,10.1007/s40735-022-00648-2,https://openalex.org/W4220744323,Analytical Characterisation of Material Corrosion by Biofilms,Yen Dang; Aoife Power; Daniel Cozzolino; Khuong Ba Dinh; Binh Son Ha; Adam Kolobaric; Jitraporn Vongsvivut; Vi Khanh Truong; James Chapman,2022,article,Journal of Bio- and Tribo-Corrosion,31,Q08,no
10.1007/s40799-017-0193-2,10.1007/s40799-017-0193-2,https://openalex.org/W2735709188,Application of multiple analysis methods in optimising complex residual stress characterisation,S. Hossain; Gang Zheng; C. E. Truman; D. J. Smith,2017,article,Experimental Techniques,11,Q02,no
10.1007/s40948-022-00455-6,10.1007/s40948-022-00455-6,https://openalex.org/W4293124671,Stability assessment of long gateroad pillar in ultra-thick coal seam: an extensive field and numerical study,Zhijie Zhu; Danqi Li,2022,article,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,15,Q08,no
10.1007/s40948-024-00735-3,10.1007/s40948-024-00735-3,https://openalex.org/W4391035121,Research on the bearing characteristics of brackets in thick hard roof mining sites and the effect of blasting on roof control,Jiaxin Dang; Min Tu; Xiangyang Zhang; Qingwei Bu,2024,article,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,26,Q02,no
10.1007/s40948-025-01053-y,10.1007/s40948-025-01053-y,https://openalex.org/W4415157743,Research process and hotspot prediction of deep-hole presplitting blasting technology in China’s mines,Dongyin Li; Mingliang Li; Shen Wang; Hongwei Cui; Guoyan Li; Zhenhua Li; Hongbin Li; Shuai Liu; Zebing Xing; Feng Du,2025,article,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,3,Q02,no
10.1007/s40964-019-00089-3,10.1007/s40964-019-00089-3,https://openalex.org/W2954715556,A dynamic model for current-based nozzle condition monitoring in fused deposition modelling,Yedige Tlegenov; Wen Feng Lu; Geok Soon Hong,2019,article,Progress in Additive Manufacturing,81,Q08,no
10.1007/s41614-022-00084-2,10.1007/s41614-022-00084-2,https://openalex.org/W4309081234,Radical-controlled plasma processes,Masaru Hori,2022,article,Reviews of Modern Plasma Physics,79,Q09,no
10.1007/s41871-020-00056-5,10.1007/s41871-020-00056-5,https://openalex.org/W3007951394,"Femtosecond Laser Micro/Nano-manufacturing: Theories, Measurements, Methods, and Applications",Baoshan Guo; Jingya Sun; Yanhong Hua; Ningwei Zhan; Jingang Jia; Kunpeng Chu,2020,article,Nanomanufacturing and Metrology,114,Q09,no
10.1007/s41871-025-00281-w,10.1007/s41871-025-00281-w,https://openalex.org/W4417021514,Second Harmonic Generation-Enhanced Photonic Nanojet Machining in Water Medium with Position Control for Submicrometer Ablation,Reza Aulia Rahman; Tsutomu Uenohara; Yasuhiro Mizutani; Yasuhiro Takaya,2025,article,Nanomanufacturing and Metrology,0,Q09,no
10.1007/s41871-025-00287-4,10.1007/s41871-025-00287-4,https://openalex.org/W7125480667,Experimental and Numerical Study of Millisecond Laser Micro-Processing Based on a Dual Neural Network System,Wenhao Han; Yunfeng Wang; Guo Wei,2026,article,Nanomanufacturing and Metrology,0,Q09,no
10.1007/s42452-024-06321-2,10.1007/s42452-024-06321-2,https://openalex.org/W4404630921,"Integration of confocal chromatic spectroscopy into a test bench concept for safety inspection practices, with focus on stress detection",Constantin Bauer; Joel Ramadani; Daniel Bikardt; Long H. Nguyen; Florian Steinlehner; Wolfram Volk,2024,article,Discover Applied Sciences,0,Q09,no
10.1007/s42452-025-07179-8,10.1007/s42452-025-07179-8,https://openalex.org/W4410900869,Rapid inspection for shaft parts in the automotive field,Yanqiang Sun; Xinyu Lv; Tianbao Tao; Baoya Zhao,2025,article,Discover Applied Sciences,0,Q05,no
10.1007/s42765-022-00148-5,10.1007/s42765-022-00148-5,https://openalex.org/W4287738075,Laser Machined Fiber-Based Microprobe: Application in Microscale Electroporation,Jongwoon Kim; Yajun Zhao; Shuo Yang; Ziang Feng; Anbo Wang; Rafael V. Davalos; Xiaoting Jia,2022,article,Advanced Fiber Materials,14,Q04,no
10.1007/s43452-024-01110-5,10.1007/s43452-024-01110-5,https://openalex.org/W4405483161,Feasibility of laser cladding for tooling repair in aerospace manufacturing: an alternative to chrome plating,Piotr Koruba; Marek Pawlicki; Adrian Mróz; Radosław Szewczyk; Jacek Reiner,2024,article,Archives of Civil and Mechanical Engineering,8,Q05,no
10.1007/s44251-023-00022-5,10.1007/s44251-023-00022-5,https://openalex.org/W4389762595,"Status and prospects of surface texturing: design, manufacturing and applications",Jingyu Song; Hui Huang; Xigui Wang; Weibin Shi,2023,article,Surface Science and Technology,39,Q09,no
10.1007/s44279-024-00137-9,10.1007/s44279-024-00137-9,https://openalex.org/W4405573978,Photon efficacy and cost investigation of LEDs at different wavelengths and color temperatures for horticulture,Ten It Wong; Xiaodong Zhou,2024,article,Discover Agriculture,1,Q04,no
10.1007/s44290-024-00141-4,10.1007/s44290-024-00141-4,https://openalex.org/W4405730286,Fiber Bragg grating (FBG)-based sensors: a review of technology and recent applications in structural health monitoring (SHM) of civil engineering structures,Mohammad Hany Yassin; Mohamad Farhat; Reza Soleimanpour; Michel Nahas,2024,article,Discover Civil Engineering,63,Q08,no
10.1016/0032-5910(92)88008-6,10.1016/0032-5910(92)88008-6,https://openalex.org/W2165025900,Experimental and theoretical porosity profiles in a two-dimensional gas-fluidized bed with a central jet,J.A.M. Kuipers; H. Tammes; Wolter Prins; W.P.M. van Swaaij,1992,article,Powder Technology,50,Q04,no
10.1016/j.ab.2011.12.034,10.1016/j.ab.2011.12.034,https://openalex.org/W2095481778,Transparency-based microplates for fluorescence quantification,Brandon Huey‐Ping Cheong; Vu Diep; Tuck Wah Ng; Oi Wah Liew,2012,article,Analytical Biochemistry,17,Q04,no
10.1016/j.addma.2020.101610,10.1016/j.addma.2020.101610,https://openalex.org/W3088929026,"Comparative study on the selective laser sintering of polypropylene homopolymer and copolymer: processability, crystallization kinetics, crystal phases and mechanical properties",Lisa Jiaying Tan; Wei Zhu; Kaushal Sagar; Kun Zhou,2020,article,Additive manufacturing,59,Q09,no
10.1016/j.addma.2021.101951,10.1016/j.addma.2021.101951,https://openalex.org/W3138657068,Integration and evaluation of robotic fused filament fabrication system,Rakshith Badarinath; Vittaldas V. Prabhu,2021,article,Additive manufacturing,21,Q08,no
10.1016/j.advengsoft.2021.103030,10.1016/j.advengsoft.2021.103030,https://openalex.org/W3170948492,Analytical grid generation and numerical assessment of tip leakage flows in sliding vane rotary machines,Fanghua Ye; Giuseppe Bianchi; Sham Rane; S.A. Tassou; Jianqiang Deng,2021,article,Advances in Engineering Software,13,Q12,no
10.1016/j.apenergy.2019.114219,10.1016/j.apenergy.2019.114219,https://openalex.org/W3005027416,Experimental characterization of a solid oxide fuel cell coupled to a steam-driven micro anode off-gas recirculation fan,Patrick H. Wagner; Zacharie Wuillemin; David Constantin; Stefan Diethelm; Jan Van herle; Jürg Schiffmann,2020,article,Applied Energy,37,Q12,no
10.1016/j.apm.2020.08.074,10.1016/j.apm.2020.08.074,https://openalex.org/W3088402501,Numerical simulation of the performance of a centrifugal pump with a semi-open impeller under normal and cavitating conditions,Georgios Mousmoulis; Ioannis Kassanos; George Aggidis; Ioannis Anagnostopoulos,2020,article,Applied Mathematical Modelling,51,Q12,no
10.1016/j.biochi.2020.01.009,10.1016/j.biochi.2020.01.009,https://openalex.org/W3001107125,Biophysical approaches for exploring lipopeptide-lipid interactions,Sathishkumar Munusamy; Renaud Condé; Brandt Bertrand; Carlos Muñóz-Garay,2020,article,Biochimie,31,Q09,no
10.1016/j.biosystemseng.2020.10.016,10.1016/j.biosystemseng.2020.10.016,https://openalex.org/W3109310729,An algorithm to automate the filtering and classifying of 2D LiDAR data for site-specific estimations of canopy height and width in vineyards,Anice Cheraïet; Olivier Naud; Mathilde Carra; Sébastien Codis; Frédéric Lebeau; James A. Taylor,2020,article,Biosystems Engineering,28,Q05,no
10.1016/j.buildenv.2015.05.026,10.1016/j.buildenv.2015.05.026,https://openalex.org/W2117415434,Wind tunnel experiments on cross-ventilation flow of a generic building with contaminant dispersion in unsheltered and sheltered conditions,Yoshihide Tominaga; Bert Blocken,2015,article,Building and Environment,179,Q04,no
10.1016/j.carbon.2021.04.025,10.1016/j.carbon.2021.04.025,https://openalex.org/W3156435120,"Femtosecond laser micromachining of diamond: Current research status, applications and challenges",Bakhtiar Ali; I. V. Litvinyuk; Maksym Rybachuk,2021,article,Carbon,138,Q09,no
10.1016/j.cartre.2023.100314,10.1016/j.cartre.2023.100314,https://openalex.org/W4388980225,Studies on effect of temperature on carbonization of silk (Bombyx mori) and its application as proximity sensor,Shubhanth Jain; R. V. Prajwal; V. Vedavyas; Sukriti Vishwas; Govindaraj Achutharao,2023,article,Carbon Trends,5,Q12,no
10.1016/j.cej.2019.05.143,10.1016/j.cej.2019.05.143,https://openalex.org/W2946042430,Implementation of a borescopic technique in a conical spouted bed for tracking spherical and irregular particles,Aitor Atxutegi; Mikel Tellabide; Gartzen López; Roberto Aguado; Javier Bilbao; Martı́n Olazar,2019,article,Chemical Engineering Journal,15,Q08,no
10.1016/j.ceramint.2024.07.407,10.1016/j.ceramint.2024.07.407,https://openalex.org/W4401158847,Grinding performance of MgF2 ceramics using biomimetic shark fin grinding wheels with different structure parameters,Xiaohong Zhang; Ziyi Zhou; Dongdong Wen; Zhaoyao Shi; Xun Chen; Xiong Tang; Wentao Rong; Tianzhongsen He,2024,article,Ceramics International,13,Q09,no
10.1016/j.ces.2014.05.006,10.1016/j.ces.2014.05.006,https://openalex.org/W1973432668,Investigation of flow hydrodynamics and regime transition in a gas–solids fluidized bed with different riser diameters,Guizhi Qiu; Jiamin Ye; Haigang Wang; Wuqiang Yang,2014,article,Chemical Engineering Science,60,Q04,no
10.1016/j.ces.2017.05.006,10.1016/j.ces.2017.05.006,https://openalex.org/W2611781657,"Void fraction, bubble size and interfacial area measurements in co-current downflow bubble column reactor with microbubble dispersion",Freddy Hernandez-Alvarado; Dinesh V. Kalaga; Damon E. Turney; Sanjoy Banerjee; Jyeshtharaj B. Joshi; Masahiro Kawaji,2017,article,Chemical Engineering Science,69,Q08,no
10.1016/j.cirp.2009.09.004,10.1016/j.cirp.2009.09.004,https://openalex.org/W2155189014,"Burrs—Analysis, control and removal",Jan C. Aurich; David Dornfeld; P.J. Arrazola; Vikki Franke; L. Leitz; Sangkee Min,2009,article,CIRP Annals,470,Q02;Q09,no
10.1016/j.cirp.2016.06.002,10.1016/j.cirp.2016.06.002,https://openalex.org/W2499332921,Closed-loop control of product properties in metal forming,Julian M. Allwood; Stephen Duncan; Jian Cao; Peter Groche; G. Hirt; Brad L. Kinsey; Takashi Kuboki; Mathias Liewald; Andreas Sterzing; A. Erman Tekkaya,2016,article,CIRP Annals,196,Q08,no
10.1016/j.cirp.2019.05.005,10.1016/j.cirp.2019.05.005,https://openalex.org/W2951215190,On-machine and in-process surface metrology for precision manufacturing,Wei Gao; Han Haitjema; Fengzhou Fang; Richard Leach; Chi Fai Cheung; Enrico Savio; Jean‐Marc Linares,2019,article,CIRP Annals,429,Q03,no
10.1016/j.combustflame.2016.08.014,10.1016/j.combustflame.2016.08.014,https://openalex.org/W2520547364,Modeling the measured effect of a nitroplasticizer (BDNPA/F) on cookoff of a plastic bonded explosive (PBX 9501),Michael L. Hobbs; Michael J. Kaneshige; William W. Erikson,2016,article,Combustion and Flame,28,Q08,no
10.1016/j.compind.2022.103664,10.1016/j.compind.2022.103664,https://openalex.org/W4226272003,Structure-from-motion based image unwrapping and stitching for small bore pipe inspections,Dayi Zhang; William E. Jackson; Gordon Dobie; Graeme West; Charles MacLeod,2022,article,Computers in Industry,22,Q08,yes
